date,user_id,monthly_income,monthly_expense_total,savings_rate,budget_goal,financial_scenario,credit_score,debt_to_income_ratio,loan_payment,investment_amount,subscription_services,emergency_fund,transaction_count,fraud_flag,discretionary_spending,essential_spending,income_type,rent_or_mortgage,category,cash_flow_status,financial_advice_score,financial_stress_level,actual_savings,savings_goal_met
2020-11-21,1113.0,4117.26,2728.61,0.33,2853.85,normal,639.0,0.15,533.05,629.07,3.0,1240.49,94.0,0.0,746.39,1949.89,salary,931.95,Entertainment,positive,2.2,low,1388.65,1
2022-06-14,1293.0,5208.51,3282.4,0.23,2826.45,normal,681.0,0.45,824.91,389.28,9.0,776.38,23.0,0.0,553.85,2743.49,mixed,1162.37,Education,positive,15.5,medium,1926.11,1
2021-08-18,1715.0,3905.58,3644.25,0.34,2970.4,recession,742.0,0.56,493.53,511.12,1.0,1729.69,98.0,0.0,775.94,1854.28,salary,1025.89,Utilities,neutral,10.5,low,261.33,1
2019-08-29,1829.0,2925.98,3851.42,0.08,3612.55,recession,812.0,0.55,452.95,363.97,1.0,464.0,80.0,0.0,488.6,2102.23,salary,1631.4,Rent,negative,7.4,low,0.0,0
2020-12-21,1974.990247,2651.523704,3180.69478,0.205726634,2516.547386,inflation,609.3745873,0.186308671,481.6073884,173.3897797,6.94767754,1817.841584,76.53735848,-0.0049161,558.4822456,1217.512714,freelance,878.2142249,Transportation,negative,96.36431221,high,-16.86507066,0
2021-03-21,1140.0,4527.17,3254.12,0.27,2388.43,normal,661.0,0.28,728.01,657.83,8.0,1083.87,26.0,0.0,709.98,2444.32,salary,1572.03,Education,positive,57.7,low,1273.05,1
2019-01-31,1227.0,3209.62,3255.14,0.3,3255.29,normal,677.0,0.45,598.17,0.0,9.0,299.11,47.0,0.0,456.84,1170.54,salary,472.97,Education,neutral,14.8,medium,0.0,0
2022-12-11,1378.0,5215.62,3384.18,0.05,2655.32,normal,592.0,0.21,411.32,517.68,9.0,1486.85,38.0,0.0,357.73,2086.98,salary,1733.29,Investments,positive,91.1,low,1831.44,1
2023-06-09,1822.0,3196.81,2748.36,0.24,2671.3,normal,576.0,0.39,425.05,341.02,7.0,2046.22,40.0,0.0,828.51,1608.31,salary,1166.25,Groceries,neutral,12.3,medium,448.45,1
2023-11-06,1401.164933,3356.317521,3453.128162,0.23727041,2333.132094,inflation,671.8908393,0.396309567,722.2495122,316.4221312,1.957289408,1077.577937,32.43151492,0.010330249,613.0386862,2036.910891,mixed,1204.275793,Rent,neutral,74.79127573,low,-79.38077458,0
2023-09-07,1203.0,5214.41,2166.49,0.22,2550.97,normal,770.0,0.47,572.45,792.44,9.0,743.84,31.0,0.0,452.21,2536.46,salary,1219.21,Entertainment,positive,97.8,medium,3047.92,1
2019-08-29,1713.496345,4698.195401,3015.471872,0.099563415,1812.479228,inflation,733.1020217,0.594714197,588.84368,537.4519849,5.995589269,709.6584109,38.09172351,0.001537151,743.6834143,2345.845975,mixed,1113.751208,Rent,positive,80.27953703,low,1780.905441,1
2021-06-19,1809.0,3486.31,1466.9,0.35,2722.77,normal,694.0,0.52,410.72,631.06,5.0,1079.41,55.0,0.0,777.42,1644.0,salary,1021.38,Entertainment,positive,26.2,low,2019.41,1
2022-05-15,1528.394189,4428.20224,2707.769478,0.140034769,2528.747626,normal,626.3139696,0.444792358,419.0028752,564.7219767,3.993071006,149.2887345,43.48326153,-0.004926846,352.6830453,2414.28785,mixed,1175.773771,Education,positive,59.32081077,high,1769.151552,1
2019-04-01,1733.0,6108.45,2366.21,0.16,2579.08,recession,707.0,0.11,475.88,325.84,8.0,521.19,58.0,0.0,662.9,2904.61,salary,1369.92,Entertainment,positive,79.0,medium,3742.24,1
2019-03-02,1870.0,3509.17,3512.01,0.16,2814.4,recession,614.0,0.36,301.77,1188.0,8.0,1561.23,37.0,0.0,934.37,2625.9,salary,611.84,Entertainment,neutral,81.5,medium,0.0,0
2021-07-19,1851.345806,2658.461967,2707.969882,0.173274082,3002.568457,inflation,680.3500394,0.570335962,362.2931754,708.7611649,6.042411386,640.7043051,92.03915488,0.005765881,494.8415097,1881.483,freelance,908.5577089,Entertainment,neutral,85.12276828,medium,151.5781681,1
2019-05-31,1512.0,6568.53,3630.21,0.22,2822.82,normal,724.0,0.45,634.16,439.86,1.0,1098.11,38.0,0.0,727.24,3002.07,salary,1249.93,Dining Out,positive,48.7,medium,2938.32,1
2019-10-28,1445.821155,4214.155687,3818.190174,0.112645939,1794.273766,recession,623.375752,0.254747866,379.3162611,739.3182745,3.089321258,1256.104696,82.85881196,0.000129533,884.1846822,2500.737386,freelance,1230.453653,Investments,neutral,95.40672731,high,324.4645028,1
2022-12-11,1542.131859,5488.932238,3875.898841,0.197828403,3113.702882,normal,655.3585543,0.15286138,317.0325536,356.6461501,4.093549604,1357.526685,89.52412508,0.004567955,503.5257234,1675.642527,salary,1702.445929,Education,positive,73.01451227,high,1510.953928,1
2021-06-19,1561.824542,4667.243124,2819.056261,0.317626915,2745.320719,normal,627.4888882,0.575933517,370.8333917,300.3189443,8.134856359,1622.226273,53.80752973,2.05518e-05,418.3689696,1016.58496,freelance,1605.992774,Dining Out,positive,73.8598201,medium,1947.958418,1
2019-03-02,1294.306657,4817.732234,2353.950798,0.168936645,3349.271403,normal,629.4727637,0.391440868,250.0313644,311.8806336,7.817747212,895.9588837,44.21520695,0.005520941,455.133997,1446.306301,mixed,801.9964242,Healthcare,positive,24.1324391,high,2520.832369,1
2023-07-09,1705.290522,3137.954336,3566.708966,0.250688921,2079.460314,recession,675.4801513,0.279688884,594.6711668,326.513109,7.893269823,1443.089784,63.90666874,-0.019396256,368.1568849,2068.980045,salary,1384.371654,Groceries,negative,70.91442532,low,7.94598482,1
2020-12-21,1133.110718,4792.996794,3986.551164,0.150352928,2997.284305,inflation,649.8789009,0.430405513,579.8160262,233.4781828,5.93246226,476.0195726,57.24724471,-0.008639032,599.6630504,2386.789056,mixed,693.6901061,Utilities,positive,81.77068039,low,846.0745862,1
2019-06-30,1697.453308,3382.171102,2187.151733,0.090718986,2807.34475,inflation,698.1744249,0.334403101,246.6667783,11.09501763,6.942233242,548.7920894,61.02687476,0.002715458,568.9756417,1786.81102,freelance,411.963699,Groceries,positive,29.96390977,high,1307.095915,1
2023-02-09,1046.0,5713.73,2937.3,0.1,2445.77,inflation,571.0,0.43,425.91,537.91,7.0,899.39,44.0,0.0,178.65,1000.0,salary,2037.21,Investments,positive,89.0,medium,2776.43,1
2019-07-30,1441.881387,4726.381062,2462.215182,0.202937361,3020.939276,inflation,711.3520937,0.179972285,373.7801869,441.5193777,4.15537403,1410.40217,98.26220633,0.00368231,529.0022099,2946.320044,freelance,1661.47074,Investments,positive,9.020043072,medium,2322.637064,1
2023-11-06,1784.0,4705.75,3407.7,0.14,3156.19,inflation,515.0,0.24,598.24,191.9,2.0,1033.55,26.0,0.0,213.2,1526.11,salary,879.13,Rent,positive,36.6,high,1298.05,1
2020-12-21,1294.0,3248.23,2204.01,0.16,2452.6,normal,773.0,0.38,350.46,257.38,9.0,971.13,41.0,0.0,198.69,1887.39,salary,1240.88,Transportation,positive,95.4,medium,1044.22,1
2021-01-20,1058.322453,2962.913916,3578.890666,0.157163852,2930.994255,inflation,688.4239362,0.464492634,335.8338887,400.1500963,8.975227766,738.7456752,95.35312271,0.002811681,760.5448362,2348.97597,salary,1675.379076,Entertainment,negative,43.54753326,medium,-60.41022543,0
2021-10-17,1318.867461,3996.915988,2605.771719,0.244761287,1882.067525,normal,637.5471897,0.361500364,817.7105196,333.5576727,5.876979371,1077.044981,75.16516522,-0.003251088,549.0005812,1919.59966,freelance,896.8467199,Rent,positive,94.99808768,medium,1385.07744,1
2023-03-11,1651.217156,3322.473729,2373.337582,0.245446883,3742.62149,inflation,637.5206658,0.455220826,533.0087314,520.701986,4.032361067,107.4451803,92.27802033,0.004371762,447.9649293,1866.652499,mixed,1034.285263,Rent,positive,60.59243973,medium,1016.63538,1
2021-07-19,1174.591103,2293.004931,3194.653818,0.151662425,2490.525105,inflation,731.313955,0.102839377,626.6668531,597.5712321,8.140356941,430.9493351,30.96547105,0.003647072,316.0168021,2597.070232,salary,1293.359368,Dining Out,negative,16.07113431,high,2.345496791,1
2019-08-29,1640.197805,4156.392818,3925.401535,0.295806077,3684.708923,inflation,606.2134915,0.455513856,509.7920458,69.10686968,6.961563832,1308.076703,29.52355226,0.002934044,435.2105256,1555.516318,mixed,1588.93344,Entertainment,neutral,1.053495592,medium,277.2030384,1
2020-01-26,1768.761769,2292.301345,3029.167762,0.29930619,3095.991325,normal,653.2702118,0.471031401,556.2956563,320.0720629,0.958698957,848.9154128,32.47494003,0.005160174,534.8709268,2313.84259,freelance,802.4691799,Education,negative,72.80219602,low,19.75543311,1
2021-01-20,1919.0,1172.52,2783.72,0.33,2399.12,normal,683.0,0.57,440.02,243.7,2.0,1840.21,77.0,0.0,342.06,1342.27,freelance,2262.64,Groceries,negative,49.2,medium,0.0,0
2019-12-27,1073.415425,4291.480396,2777.766731,0.060582406,1731.29777,inflation,662.4139307,0.342506641,638.1875588,585.2857864,7.968916861,1629.990251,50.47025629,0.002940786,476.115729,1527.126694,mixed,1192.672716,Groceries,positive,52.11779066,medium,1426.912452,1
2021-07-19,1422.038668,4603.911241,2322.882969,0.289239336,3424.66534,recession,703.3822008,0.366437146,320.1743936,9.902038959,7.147136628,1006.174902,40.17804681,1.00409169,605.3745461,2216.331884,salary,1086.787549,Dining Out,positive,17.17206102,medium,2328.739861,1
2022-12-11,1629.483897,2830.209878,2897.862135,0.328882204,3114.69027,inflation,709.2107311,0.140363777,301.8429443,643.7453312,4.845538528,651.2614961,29.74796424,-0.00352241,519.6674589,2224.716895,freelance,916.7835315,Dining Out,neutral,33.9425144,low,12.44521781,1
2019-08-29,1330.0,3337.68,3131.63,0.32,2633.47,recession,708.0,0.22,565.56,347.21,9.0,1009.97,79.0,0.0,439.11,2319.7,salary,1200.3,Transportation,neutral,9.4,medium,206.05,1
2021-08-18,1111.889857,3801.885521,3443.352897,0.395686907,3526.89659,inflation,578.4376056,0.207039249,656.0538527,-5.464233602,0.985584036,1071.837472,66.58553481,0.003804995,492.849703,2912.912873,salary,834.7452834,Groceries,neutral,94.22080006,high,425.0460909,1
2021-09-17,1443.651477,2864.147279,3344.221317,0.302075412,3007.63476,normal,679.3974501,0.565899262,310.0960575,628.6478831,1.124264173,1469.758085,64.52723419,0.00366114,285.9314569,2775.943664,freelance,1155.720212,Dining Out,negative,86.12742174,low,-18.68398726,0
2020-05-25,1619.0,3910.25,2312.95,0.31,2256.79,recession,710.0,0.54,592.73,324.49,8.0,1198.11,91.0,0.0,417.42,3314.53,salary,1528.43,Dining Out,positive,76.4,medium,1597.3,1
2023-05-10,1465.625511,3566.882625,3254.604818,0.060863369,3300.682987,normal,633.7005572,0.116315804,498.8385248,340.9452785,8.157928039,370.9767418,38.3396144,0.009395206,473.6571271,2539.355573,salary,1012.242343,Insurance,neutral,95.70300255,low,278.084959,1
2019-11-27,1661.0,3056.74,2519.55,0.17,2937.24,normal,733.0,0.56,386.17,684.17,8.0,1255.9,96.0,0.0,778.0,2123.93,freelance,1325.17,Utilities,positive,22.3,high,537.19,1
2022-11-11,1484.314856,5124.974925,3025.353256,0.272469897,2478.534868,recession,622.6704823,0.290876512,703.1824448,568.0529716,2.855189548,1449.807326,75.59254443,-0.001286911,461.4081393,1303.561538,freelance,1528.490172,Rent,positive,48.46807659,high,2162.105289,1
2023-02-09,1992.0,5121.67,2289.38,0.22,2152.84,inflation,619.0,0.55,601.15,257.01,4.0,1111.54,82.0,0.0,621.55,1861.58,salary,1201.7,Utilities,positive,91.7,low,2832.29,1
2019-07-30,1114.0,2620.71,2851.6,0.27,3410.49,normal,603.0,0.32,83.22,109.19,4.0,1500.28,31.0,0.0,870.07,1991.89,salary,1434.93,Insurance,negative,30.5,low,0.0,0
2019-08-29,1402.0,4043.37,2346.07,0.3,3538.39,recession,750.0,0.28,359.93,456.42,2.0,1183.11,72.0,0.0,959.91,3014.02,freelance,960.56,Investments,positive,47.1,low,1697.3,1
2019-10-28,1362.0,4116.08,3280.24,0.08,2847.94,recession,657.0,0.14,325.4,612.46,3.0,1063.38,71.0,0.0,822.21,2047.76,freelance,1043.64,Education,positive,53.4,high,835.84,1
2019-10-28,1068.949259,4301.759355,2841.953871,0.327060292,3422.922358,normal,660.923273,0.391030322,396.628628,211.2706533,6.992857312,837.6657141,72.51550006,-0.002289,799.3826425,3578.252329,salary,579.9245588,Rent,positive,14.46274337,medium,1446.51917,1
2021-07-19,1757.110054,5801.019236,2356.967701,0.328951656,2969.558188,recession,707.3469835,0.546590566,549.1438799,698.3447921,7.122587195,1330.936629,72.56893484,-0.008823086,418.989225,3233.60897,salary,826.8433651,Utilities,positive,32.29177874,high,3386.96243,1
2022-04-15,1977.0,5355.45,3311.72,0.16,1852.48,normal,673.0,0.51,551.56,330.08,6.0,740.2,87.0,0.0,262.87,1913.16,salary,1551.97,Dining Out,positive,60.5,low,2043.73,1
2019-03-02,1601.0,4779.42,2656.18,0.24,2527.14,normal,675.0,0.32,290.78,617.21,3.0,1611.5,42.0,0.0,274.69,1000.0,salary,589.4,Healthcare,positive,80.7,low,2123.24,1
2022-05-15,1345.0,4470.05,2118.36,0.4,3281.43,inflation,701.0,0.19,438.25,667.81,7.0,1787.5,73.0,0.0,477.87,1808.45,freelance,867.58,Entertainment,positive,24.6,low,2351.69,1
2022-06-14,1598.0,4324.87,1256.24,0.31,2036.12,normal,647.0,0.56,706.14,503.79,7.0,311.61,49.0,0.0,870.44,1426.28,salary,1494.96,Insurance,positive,37.0,high,3068.63,1
2023-02-09,1322.241077,3407.415072,4486.641631,0.072418822,2116.232539,inflation,721.0793392,0.206392077,429.7090218,426.2957307,7.223130893,1070.694045,25.7795387,-0.001423383,680.0029217,2424.524117,salary,1425.356228,Insurance,negative,32.34360743,high,-20.65982298,0
2023-11-06,1027.0,3598.08,2577.2,0.21,3437.93,recession,640.0,0.32,591.18,779.54,5.0,686.19,48.0,0.0,611.64,1729.19,salary,1202.26,Transportation,positive,44.3,high,1020.88,1
2020-11-21,1546.981781,4473.884974,3274.644259,0.398296991,2663.009178,inflation,629.0087177,0.593891954,881.7234121,362.4403401,3.088381412,1251.963933,35.95726779,0.006269628,714.8565545,2412.231877,salary,1335.19738,Education,positive,95.31059903,medium,1116.123223,1
2020-12-21,1792.760072,2072.758695,3926.070774,0.176118703,2537.331179,recession,672.3144107,0.385213061,497.6026995,12.57560428,7.96614314,382.9577242,30.4516314,0.011538678,347.2334688,3011.616965,mixed,1885.855205,Groceries,negative,29.74148315,low,21.95876022,1
2023-10-07,1728.0,3257.15,3760.08,0.31,3867.5,normal,727.0,0.4,0.0,83.95,4.0,1661.76,70.0,0.0,246.4,1222.91,freelance,747.08,Utilities,negative,96.3,low,0.0,0
2022-11-11,1072.0,4602.11,4009.33,0.06,3575.51,recession,720.0,0.15,70.27,580.62,3.0,899.79,52.0,0.0,701.75,1253.46,salary,1642.09,Entertainment,positive,27.5,medium,592.78,1
2019-09-28,1420.154538,3694.010547,2994.775935,0.092421685,2945.944391,inflation,621.2337543,0.542143471,549.511135,281.0501566,0.996688937,808.8001854,74.58434565,0.002061462,430.9023974,2137.757457,salary,1292.256521,Investments,positive,22.44018363,high,798.1222983,1
2019-01-01,1310.0,2957.68,3047.28,0.23,3158.17,normal,712.0,0.33,454.62,222.19,2.0,729.34,38.0,0.0,680.62,3148.5,freelance,1761.49,Transportation,neutral,27.7,medium,0.0,0
2019-12-27,1245.924259,6141.086851,3184.031348,0.214215091,3141.956165,normal,629.6333305,0.404998011,711.8239048,324.7136488,8.867872348,1073.825691,81.46188727,0.003909304,414.3358287,1837.044301,mixed,1463.546634,Utilities,positive,94.08165595,low,2942.949915,1
2023-04-10,1288.90237,4211.904306,2477.860747,0.08337855,3039.145693,recession,649.4389314,0.424492292,512.9117762,966.2201166,5.083452852,1105.348256,26.33251077,-0.015903432,366.0051487,2464.801324,freelance,1691.513829,Utilities,positive,7.386168047,medium,1672.872977,1
2019-11-27,1962.0,4620.6,4344.55,0.27,2889.83,normal,682.0,0.48,621.87,383.99,3.0,1502.47,47.0,0.0,442.1,2202.72,salary,1060.05,Transportation,neutral,74.5,low,276.05,1
2020-10-22,1443.0,4181.71,2914.44,0.26,2863.62,recession,779.0,0.42,542.41,573.87,1.0,1362.8,20.0,0.0,482.59,2186.17,mixed,1190.2,Groceries,positive,31.5,low,1267.27,1
2023-03-11,1428.0,2212.12,2869.52,0.19,2128.04,inflation,648.0,0.35,522.04,351.64,6.0,1270.42,36.0,0.0,620.52,2492.22,salary,1145.58,Entertainment,negative,91.9,medium,0.0,0
2022-01-15,1193.240575,3423.17639,2298.430692,0.154642664,2980.493008,normal,655.1564796,0.416389494,439.622152,599.0031542,1.161892745,1386.297698,45.72568568,0.003527822,423.5713141,2266.123933,mixed,1434.45152,Utilities,positive,36.46973114,high,1138.072986,1
2019-01-31,1663.0,4236.99,2504.12,0.18,2546.93,normal,692.0,0.4,262.39,804.66,5.0,1472.66,84.0,0.0,441.42,2626.31,salary,802.95,Healthcare,positive,16.9,low,1732.87,1
2019-09-28,1661.0,3247.54,2924.49,0.19,2637.44,normal,726.0,0.6,288.21,522.91,8.0,1403.94,81.0,0.0,447.47,2216.73,mixed,1370.43,Insurance,neutral,41.2,low,323.05,1
2021-10-17,1471.111973,4512.610331,4152.085392,0.382096459,2660.628547,recession,683.8280641,0.133515613,560.895184,322.3884011,7.009449169,794.8089582,50.97601896,-0.00355893,582.0948539,1998.04525,mixed,1342.01556,Insurance,neutral,98.3649712,low,358.1968461,1
2021-11-16,1669.5404,3202.244973,4099.723693,0.310753117,2901.687473,inflation,670.3057832,0.585177396,142.0423558,355.6519189,9.012758581,1362.438721,37.63730569,-0.010497929,345.4435437,2831.357636,mixed,1251.418045,Insurance,negative,2.794876812,medium,22.16917748,1
2023-10-07,1410.0,3145.16,2220.45,0.32,3615.97,normal,608.0,0.52,537.63,821.14,6.0,593.19,37.0,0.0,778.07,2165.56,salary,1445.45,Entertainment,positive,99.7,low,924.71,1
2020-05-25,1286.0,5753.34,3238.35,0.38,2607.6,normal,682.0,0.26,487.83,296.7,7.0,1258.39,77.0,0.0,804.12,2517.02,salary,1359.53,Education,positive,95.8,medium,2514.99,1
2021-12-16,1701.0,2378.14,3431.58,0.09,3004.2,normal,609.0,0.53,0.0,201.84,8.0,1887.34,86.0,0.0,446.63,1822.37,salary,1372.98,Groceries,negative,63.8,high,0.0,0
2023-08-08,1426.0,3750.76,3956.7,0.39,1764.11,normal,665.0,0.59,112.4,487.28,5.0,1886.76,35.0,0.0,415.56,2190.62,salary,1325.88,Rent,negative,17.7,low,0.0,0
2022-04-15,1181.366029,5208.71267,3683.291553,0.076342439,3366.983557,inflation,698.0952552,0.584692269,705.2454311,555.6371239,8.018224153,796.2499819,30.59085807,-0.000429459,970.935461,2564.357062,salary,1393.078779,Insurance,positive,26.10923697,low,1576.461343,1
2023-05-10,1160.0,5301.4,2448.57,0.18,3072.38,inflation,613.0,0.22,665.33,188.58,5.0,1091.07,41.0,0.0,752.16,2916.11,freelance,1381.95,Rent,positive,2.6,low,2852.83,1
2019-04-01,1057.0,4975.91,3192.79,0.13,3828.46,inflation,660.0,0.14,294.49,40.18,1.0,100.09,21.0,0.0,502.3,1878.9,salary,1474.99,Dining Out,positive,95.1,low,1783.12,1
2021-01-20,1372.649487,2938.395745,4097.089064,0.056360599,3117.910062,inflation,612.0082029,0.151435154,613.4338998,38.84197552,7.64338781,4.062530957,49.88813312,-0.003341386,602.4631417,2901.161994,salary,1077.720089,Transportation,negative,80.97203599,medium,37.21855042,1
2020-04-25,1036.080102,2844.537058,1409.002493,0.158010331,2924.979418,inflation,748.3013143,0.357128215,886.6496749,233.1581659,3.834803965,1712.601017,59.11126871,0.007688085,414.7630026,2187.732479,mixed,637.7992839,Entertainment,positive,27.02414897,medium,1342.580219,1
2019-03-02,1057.0,3900.81,2658.08,0.08,2204.68,recession,624.0,0.46,268.88,643.82,2.0,1536.07,45.0,0.0,857.51,2660.64,salary,1256.25,Investments,positive,11.1,high,1242.73,1
2023-10-07,1621.861997,5934.256989,2778.168431,0.323036731,3045.338039,normal,645.6247444,0.116092311,485.3263677,348.8014996,1.626783629,1005.891069,27.42425222,-0.009000356,263.3109674,1892.144747,salary,1324.32367,Education,positive,98.26794131,low,3113.010295,1
2023-02-09,1075.0,4692.43,3028.96,0.32,3522.17,recession,744.0,0.47,897.37,52.22,9.0,1449.24,59.0,0.0,389.68,2521.52,salary,1811.31,Entertainment,positive,72.9,medium,1663.47,1
2020-02-25,1885.850675,3497.855654,3668.895324,0.228711948,2837.628689,inflation,662.5967029,0.20615182,758.0267811,569.770702,4.158780357,1010.559348,32.68989763,0.001359234,340.9752455,2850.561212,freelance,918.916757,Rent,neutral,56.33073859,low,-35.16890762,0
2023-07-09,1286.099663,2955.460924,3204.567996,0.162631676,3021.822199,normal,681.0698819,0.371722748,688.9510325,150.2641867,3.011929506,887.2390457,27.66855856,-0.012595198,406.1613814,2190.607669,salary,887.0334027,Entertainment,negative,77.2541303,medium,-57.94801308,0
2022-07-14,1872.897051,2888.769658,3401.178805,0.194568353,2704.558865,normal,632.0395504,0.187339878,671.8766753,391.0121379,8.048736375,707.399245,53.17542167,-0.00433639,478.1932022,1592.555359,freelance,1314.886172,Entertainment,negative,10.94019067,medium,-4.158636872,0
2023-11-06,1924.0,4760.77,2188.63,0.32,2455.71,recession,663.0,0.11,491.41,284.51,4.0,1162.7,94.0,0.0,528.26,2426.13,salary,1330.08,Dining Out,positive,88.4,medium,2572.14,1
2022-10-12,1347.0,2513.68,3305.56,0.34,3146.13,recession,615.0,0.44,244.78,704.38,7.0,1213.18,37.0,0.0,610.16,1051.36,salary,2410.29,Groceries,negative,45.3,low,0.0,0
2020-04-25,1708.832486,3392.034177,3771.846919,0.38185192,3617.615573,inflation,676.6973697,0.17793655,617.5056619,276.2602716,2.855714092,1472.47542,83.34496069,-0.005625348,539.5428964,2384.372007,freelance,1525.908912,Insurance,negative,60.7558872,high,-88.43704345,0
2019-05-31,1754.251005,3988.652387,2801.528014,0.098068718,3106.154622,inflation,687.7604066,0.135808204,554.0998854,700.9161382,9.078492354,461.6971031,44.08341593,0.009720722,418.7961227,2393.233536,salary,1130.643914,Dining Out,positive,45.05340674,medium,1234.508437,1
2020-03-26,1620.0,3718.28,2430.39,0.36,2898.54,inflation,632.0,0.11,463.01,158.28,2.0,986.41,85.0,0.0,673.05,2778.06,salary,944.76,Entertainment,positive,25.0,low,1287.89,1
2020-08-23,1377.790323,3664.969879,4064.496608,0.174525299,2506.483337,normal,590.7716709,0.463636523,798.1507072,311.7864205,6.898798729,377.5415491,68.90865009,0.015033421,771.4317916,1984.618327,salary,943.5425327,Entertainment,negative,66.56580812,medium,23.8693404,1
2022-04-15,1668.376583,5203.16336,3864.219974,0.258309498,3223.727016,recession,704.4711485,0.383070324,554.2064455,407.0564313,6.073098989,876.5106776,47.02560985,-0.00499997,538.8331503,1034.230354,mixed,1846.256006,Insurance,positive,40.68178591,high,1368.483343,1
2021-01-20,1587.0,2960.12,3608.82,0.26,2104.1,normal,716.0,0.19,691.54,81.7,1.0,840.9,90.0,0.0,738.79,2768.86,salary,1099.73,Investments,negative,83.1,high,0.0,0
2022-07-14,1358.315208,4840.272658,3018.303622,0.159200444,2412.993641,normal,672.5691826,0.152013141,673.5699167,308.7026676,7.264452431,966.3722272,34.87284543,-0.008830141,880.0090483,1929.046708,freelance,1093.293278,Groceries,positive,31.5428073,high,1840.887413,1
2022-11-11,1595.0,5707.28,2239.11,0.39,2923.4,recession,664.0,0.3,263.12,0.0,7.0,1205.13,61.0,0.0,314.47,2034.51,salary,1574.51,Education,positive,59.6,high,3468.17,1
2022-11-11,1055.019569,3656.937318,3724.37962,0.314568528,2074.159596,inflation,754.7992608,0.122570176,248.2888899,377.8061388,0.989102429,133.9219723,74.76194341,0.004174764,427.7947891,1914.863672,freelance,884.5853562,Utilities,neutral,84.24865625,low,-22.35628051,0
2023-09-07,1413.0,3929.97,3000.16,0.19,2972.92,normal,652.0,0.24,334.19,498.13,9.0,800.62,84.0,0.0,141.18,1968.6,salary,1887.99,Entertainment,positive,36.6,high,929.81,1
2019-10-28,1293.621068,2898.068867,4697.763311,0.246609218,2758.483932,recession,762.4753357,0.309287749,308.1226753,736.7087358,6.016053969,743.5434135,28.88465184,0.008034477,392.0757246,1200.676521,mixed,1253.479364,Groceries,negative,50.45723536,high,-75.92878184,0
2023-04-10,1597.0,4488.76,4040.96,0.27,2510.6,normal,734.0,0.5,649.05,498.5,8.0,571.17,66.0,1.0,492.93,2350.71,salary,1135.49,Insurance,neutral,39.4,medium,447.8,1
2020-12-21,1783.0,4179.58,2029.73,0.2,1756.94,normal,577.0,0.4,172.31,111.84,8.0,180.21,49.0,0.0,549.34,1713.25,salary,751.03,Transportation,positive,48.3,low,2149.85,1
2022-10-12,1548.810116,2750.232818,3237.346382,0.12818303,1984.536301,recession,715.7268163,0.111333645,342.7653335,548.6912594,9.019978101,1390.693309,77.66023551,-0.004189621,625.7164454,2528.226482,freelance,1038.407897,Dining Out,negative,8.593125535,high,-71.84048411,0
2019-06-30,1210.788572,3023.37889,3009.184065,0.084720921,2453.981874,inflation,742.6694155,0.290348262,542.3323325,801.1643461,5.075690812,1154.474299,93.97679915,-0.005460907,605.1925456,1915.04462,salary,368.7077232,Investments,neutral,79.93676055,high,149.4952736,1
2019-03-02,1926.790329,2222.227837,2303.945566,0.199755026,2286.919566,inflation,661.5813159,0.398025876,293.000365,878.923068,7.043557205,692.7989516,54.89403669,-0.009919113,245.5304202,2014.042249,salary,840.4566252,Education,neutral,23.17036284,medium,-60.21366307,0
2019-07-30,1551.0,2370.31,4077.64,0.12,2504.04,normal,739.0,0.44,803.12,878.93,7.0,1154.28,73.0,0.0,704.41,2360.9,freelance,1349.82,Utilities,negative,58.1,medium,0.0,0
2022-05-15,1188.94339,3049.304591,2879.475902,0.287224614,3128.732433,inflation,636.5923336,0.457505449,278.4636208,616.6032277,7.84688755,497.8636925,38.5771623,-0.001942242,572.4010133,1968.851887,mixed,1426.134033,Dining Out,neutral,7.330263006,high,112.9699073,1
2021-10-17,1337.0,4174.94,2718.75,0.26,2946.37,inflation,658.0,0.11,756.8,325.0,7.0,1884.87,41.0,0.0,701.53,2254.85,salary,1083.01,Entertainment,positive,8.3,low,1456.19,1
2021-10-17,1929.0,3370.26,2595.71,0.36,2606.29,inflation,651.0,0.17,386.21,511.3,1.0,1223.95,47.0,1.0,334.91,2263.54,salary,1268.81,Healthcare,positive,87.9,high,774.55,1
2020-11-21,1841.028349,5093.441748,2561.84915,0.140373163,3411.784909,recession,673.5061161,0.109799622,599.3877241,316.3487487,3.925978079,915.4992504,67.35983955,-0.002007782,506.5384175,2817.043431,salary,1239.161266,Healthcare,positive,89.03158584,medium,2538.391664,1
2020-03-26,1274.0,5263.09,3299.5,0.31,1664.8,normal,684.0,0.23,599.35,260.85,9.0,747.05,85.0,0.0,569.14,2330.05,freelance,1181.61,Groceries,positive,29.9,low,1963.59,1
2023-06-09,1205.0,6335.87,2852.62,0.09,2414.7,normal,620.0,0.12,401.83,289.67,5.0,0.0,28.0,0.0,738.65,1884.42,freelance,1154.75,Investments,positive,33.6,low,3483.25,1
2021-05-20,997.0515292,4159.99033,2231.39606,0.382678751,2877.676999,recession,691.9681272,0.468161638,565.469601,510.2053581,8.073341827,185.5100235,71.86600699,0.00741025,319.8196373,2615.533275,freelance,1367.75238,Dining Out,positive,28.10000761,medium,1909.161512,1
